filename,filepath,type,category,subcategory,emotion,language,speaker_id,utterance_id,label,transcription,dataset
common_voice_hi_26142908.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142908.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,वह भारत और चीन दोनो में बहुत प्रसिद्ध है।,CommonVoice
common_voice_hi_26142909.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142909.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,टॉम को तो हम सब जानते हैं।,CommonVoice
common_voice_hi_26142911.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142911.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,जयललिता ने संगमा की उम्मीदवारी के लिए अभियान तेज किया,CommonVoice
common_voice_hi_26142912.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142912.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,अब नजरों की भाषा जानना हुआ आसान...,CommonVoice
common_voice_hi_26142914.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142914.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,टौम ने वह मानने से इंकार कर दिया।,CommonVoice
common_voice_hi_26142921.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142921.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,चलो छाया में थोड़ा आराम करलें।,CommonVoice
common_voice_hi_26142925.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142925.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,काइली मिनॉग को नचाएंगी फराह,CommonVoice
common_voice_hi_26142929.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142929.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,वैसे आप हैं कहाँ के?,CommonVoice
common_voice_hi_26142930.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142930.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,पॅट ने अपने कपड़े उतार दिये और ग़ोता लगाया।,CommonVoice
common_voice_hi_26142931.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142931.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,बढ़िया योजना थी।,CommonVoice
common_voice_hi_26142940.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142940.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,टॉम तो यहाँ अभी तक आया भी नहीं है।,CommonVoice
common_voice_hi_26142941.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142941.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,मैं यहीं बैठी हूँ।,CommonVoice
common_voice_hi_26142953.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142953.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,हार्वर्ड ने सुब्रह्मण्यम स्वामी के पाठ्यक्रमों को हटाया,CommonVoice
common_voice_hi_26142954.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142954.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,यह मेरी बहन की तस्वीर है।,CommonVoice
common_voice_hi_26142955.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142955.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,पानी है मोटी सैलरी तो ज्वाइन करें आईटी सेक्टर,CommonVoice
common_voice_hi_26142956.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142956.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,"दिल्लीः अस्पताल से नवजात चोरी, सीसीटीवी फुटेज में कैद बच्चा चोर",CommonVoice
common_voice_hi_26142957.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142957.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,कूटनीतिक गतिविधियों में आई तेजी के बीच उत्तर कोरिया पहुंचे पोम्पिओ,CommonVoice
common_voice_hi_26142961.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142961.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,तुम जल्दी ही अच्छी तरह से अंग्रेज़ी बोलना सीख जाओगे।,CommonVoice
common_voice_hi_26142970.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142970.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,वह तो ऐसे बात करती है जैसे उसे सब कुछ पता हो।,CommonVoice
common_voice_hi_26142971.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142971.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,मनोज जायसवाल ने अब कपड़ों से छला,CommonVoice
common_voice_hi_26142972.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142972.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,मुझे बाहर जाने से घर में रहना पसंद है।,CommonVoice
common_voice_hi_26142973.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142973.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,करिश्माई कारोबारी: हमेशा एक कदम आगे रहने का जज्बा,CommonVoice
common_voice_hi_26142974.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142974.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,उल्टा कोतवाल...कांग्रेस राज में हुए दंगों पर रिपोर्ट जारी कर ‘खुलासा’ करेगी बीजेपी!,CommonVoice
common_voice_hi_26142978.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142978.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,यह तो ग़ैरक़ानूनी होना चाहिए।,CommonVoice
common_voice_hi_26142979.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142979.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,"सारा का वर्कआउट वीडियो देख छूटे लोगों के पसीने, फैन्स बोले- एक दम कड़क",CommonVoice
common_voice_hi_26142980.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142980.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,हम जल्दबाज़ी में ट्रेन स्टेशन गए।,CommonVoice
common_voice_hi_26142981.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142981.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,टॉम बहुत रोया।,CommonVoice
common_voice_hi_26142982.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142982.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,"जमीन खरीद-फरोख्त कर लोगों से करता था धोखाधड़ी, पुलिस ने किया गिरफ्तार",CommonVoice
common_voice_hi_26142983.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142983.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,"पुणेः अबॉर्शन पिल्स लेने के बाद हुई प्रेग्नेंट, बॉयफ्रेंड पर दर्ज कराया केस",CommonVoice
common_voice_hi_26142984.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142984.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,वे जिमखाने में हैं क्या?,CommonVoice
common_voice_hi_26142985.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142985.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,विजेंदर ने मुक्के से किया ओलंपिक में धमाल,CommonVoice
common_voice_hi_26142986.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142986.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,"शिवपाल यादव के कॉलेज पर केंद्र ने दिखाई दरियादिली, सुप्रीम कोर्ट ने किया तलब",CommonVoice
common_voice_hi_26142987.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142987.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,काम कल तक खतम होना होगा।,CommonVoice
common_voice_hi_26142988.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142988.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,देखो बाहर क्या हो रहा है।,CommonVoice
common_voice_hi_26142989.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142989.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,मुझे उस आदमी से चिढ़ आती है।,CommonVoice
common_voice_hi_26142990.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142990.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,बस तीन मिनट लगेंगे।,CommonVoice
common_voice_hi_26142991.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142991.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,खाइए!,CommonVoice
common_voice_hi_26142992.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142992.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,मैं जो भी कहता हूँ वह मेरा यकीन कर लेता है।,CommonVoice
common_voice_hi_26142993.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142993.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,मुझे नहीं पता कि उसको पता है कि नहीं।,CommonVoice
common_voice_hi_26142994.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142994.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,उसने थोड़ी देर हिचकिचाया।,CommonVoice
common_voice_hi_26142995.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142995.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,डेविस की जगह प्रायर इंग्लैंड की विश्व कप टीम में शामिल,CommonVoice
common_voice_hi_26142996.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142996.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,यहां भैरव बाबा मदिरा पान कर हर लेते हैं भक्तों के कष्ट,CommonVoice
common_voice_hi_26142997.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142997.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,आपको यहाँ आना चाहिए।,CommonVoice
common_voice_hi_26142998.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142998.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,बिहार: डॉक्टर की मौत मामले की उच्चस्तरीय जांच,CommonVoice
common_voice_hi_26142999.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26142999.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,मुझे बात करने के लिये वक़्त नहीं है।,CommonVoice
common_voice_hi_26143000.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143000.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,Film Review: साफ-सुथरी लेकिन हल्की कॉमेडी है 'बांके की क्रेजी बारात',CommonVoice
common_voice_hi_26143001.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143001.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,चट्टान लगभग बिलकुल सीधी है।,CommonVoice
common_voice_hi_26143107.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143107.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,उसने मुझे लिखना सिखाया।,CommonVoice
common_voice_hi_26143108.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143108.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,"बोर्ड एग्जाम में रिविजन के लिए मिलेगा समय, ऐसे शुरू करें तैयारी",CommonVoice
common_voice_hi_26143109.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143109.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,हजारे को हिरासत में लिये जाने पर आश्चर्य नहीं: आडवाणी,CommonVoice
common_voice_hi_26143110.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143110.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,पंचायत आजतक में बोले सुरजेवाला- 'ललित कला' में माहिर हैं वसुंधरा,CommonVoice
common_voice_hi_26143111.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143111.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,चाहकर भी प्रेग्नेंट नहीं हो पा रही हैं किम कार्दाशियां,CommonVoice
common_voice_hi_26143286.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143286.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,"कश्मीर यूनिवर्सिटी में तिरंगा फहराने का विरोध, हैदर की शूटिंग रद्द",CommonVoice
common_voice_hi_26143287.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143287.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,आम आदमी पार्टी ज्वॉइन करेंगे लवगुरु मटुकनाथ और जूली,CommonVoice
common_voice_hi_26143288.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143288.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,कश्मीर के लिए पाकिस्तान की हमदर्दी बस 'घड़ियाली आंसू': बांग्ला मंत्री,CommonVoice
common_voice_hi_26143289.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143289.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,टॉम वैसी चीज़ें नहीं करता।,CommonVoice
common_voice_hi_26143290.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143290.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,फर्राटा मोटरसाइकिलें: रफ्तार की जानलेवा मशीनें,CommonVoice
common_voice_hi_26143306.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143306.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,तुम नहीं समझोगे।,CommonVoice
common_voice_hi_26143307.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143307.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,डकैतों से मुठभेड़ में शहीद दरोगा को योगी सरकार देगी वीरता पुरस्कार,CommonVoice
common_voice_hi_26143308.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143308.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,ऑस्कर विजेता सैंड्रा बुलक को नए साथी की तलाश,CommonVoice
common_voice_hi_26143309.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143309.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,कृपया पाँच मिनट इंतेज़ार करें।,CommonVoice
common_voice_hi_26143310.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143310.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,गंगा पूजन का पावन दिन है गंगा दशहरा...,CommonVoice
common_voice_hi_26143318.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143318.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,हम गाएंगे।,CommonVoice
common_voice_hi_26143319.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143319.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,इस किताब में बहुत सारी तस्वीरें हैं।,CommonVoice
common_voice_hi_26143320.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143320.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,तुम कोई दिलचस्प किताब पढ़ रहे हो क्या?,CommonVoice
common_voice_hi_26143322.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143322.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,"हार्दिक पटेल को हाई कोर्ट से बड़ा झटका, जारी रहेगी राष्ट्रद्रोह मामले की जांच",CommonVoice
common_voice_hi_26143323.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143323.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,मैं जल्द लौटूंगी।,CommonVoice
common_voice_hi_26143396.mp3,Mixed Audio\Multilingual Speech\hi\clips\common_voice_hi_26143396.mp3,speech,multilingual,hi,,hi,0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3,,hi,तुम कैसे इनसान हो जो इस तरह के काम कर सकते हो?,CommonVoice
